chrom	start	end	in_tpbase	in_tp	in_fn	in_fp	refined	out_tpbase	out_tp	out_fn	out_fp	state
chr20	63303655	63304858	2	2	0	0	False	2	2	0	0	TP
chr20	63334892	63335504	2	2	0	0	False	2	2	0	0	TP
chr20	63361274	63361471	2	2	0	0	False	2	2	0	0	TP
chr20	63372065	63372691	2	2	1	0	True	2	2	0	0	TP
chr20	63392592	63392812	1	1	0	0	False	1	1	0	0	TP
chr20	63401702	63402319	1	1	0	0	False	1	1	0	0	TP
chr20	63450491	63450613	2	2	0	0	False	2	2	0	0	TP
chr20	63486763	63487416	2	2	0	0	False	2	2	0	0	TP
chr20	63491589	63493064	1	1	3	1	True	4	4	0	0	TP
chr20	63535674	63536245	1	1	2	0	True	1	1	0	0	TP
chr20	63546436	63546842	1	1	0	0	False	1	1	0	0	TP
chr20	63553294	63553757	1	1	0	0	False	1	1	0	0	TP
chr20	63559288	63559963	1	1	4	1	True	4	4	0	0	TP
chr20	63641779	63642135	1	1	2	1	True	2	2	0	0	TP
chr20	63669579	63670496	2	2	0	0	False	2	2	0	0	TP
chr20	63693325	63693884	1	1	6	1	True	10	10	0	0	TP
chr20	63731238	63731791	1	1	0	0	False	1	1	0	0	TP
chr20	63747282	63747607	2	2	0	0	False	2	2	0	0	TP
chr20	63770912	63771103	0	0	0	2	False	0	0	0	2	FP
chr20	63793629	63793787	1	1	0	0	False	1	1	0	0	TP
chr20	63824631	63825144	2	2	0	0	False	2	2	0	0	TP
chr20	63853670	63854026	1	1	0	0	False	1	1	0	0	TP
chr20	63879305	63880534	1	1	0	0	False	1	1	0	0	TP
chr20	63948514	63948758	2	2	1	1	True	3	3	0	0	TP
chr20	63964768	63966617	1	1	1	0	True	1	1	0	0	TP
chr20	64011722	64013001	2	2	0	0	False	2	2	0	0	TP
chr20	64042716	64043061	1	1	0	0	False	1	1	0	0	TP
chr20	64065853	64066011	0	0	0	1	False	0	0	0	1	FP
chr20	64090704	64091389	0	0	0	2	False	0	0	0	2	FP
chr20	64096658	64097164	0	0	0	2	False	0	0	0	2	FP
chr20	64125109	64127974	3	3	3	0	True	12	12	0	0	TP
chr20	64131804	64133955	5	5	8	1	True	24	24	0	0	TP
chr20	64134883	64136386	3	3	1	0	True	4	4	0	0	TP
chr20	64157894	64158976	2	2	0	0	False	2	2	0	0	TP
chr20	64173409	64176529	4	4	7	3	True	18	18	0	0	TP
chr20	64201854	64202098	3	3	0	0	False	3	3	0	0	TP
chr20	64233048	64233545	2	2	0	0	False	2	2	0	0	TP
