chrom	start	end	in_tpbase	in_tp	in_fn	in_fp	refined	out_tpbase	out_tp	out_fn	out_fp	state
chr20	63167463	63167574	2	2	1	0	False	2	2	1	0	FN
chr20	63221499	63221731	1	1	2	1	True	0	0	0	0	TN
chr20	63372204	63372410	2	2	1	0	False	2	2	1	0	FN
chr20	63491947	63492400	1	1	3	1	True	4	4	0	0	TP
chr20	63535741	63536012	1	1	2	0	False	1	1	2	0	FN
chr20	63559405	63559729	1	1	4	1	True	3	3	0	0	TP
chr20	63641837	63642025	1	1	2	1	True	0	0	0	0	TN
chr20	63693439	63693742	1	1	6	1	True	10	10	1	0	FN
chr20	63770926	63771024	0	0	0	2	False	0	0	0	2	FP
chr20	63948584	63948663	2	2	1	1	True	0	0	0	1	FP
chr20	63964795	63966123	1	1	1	0	False	1	1	1	0	FN
chr20	64065872	64065893	0	0	0	1	False	0	0	0	1	FP
chr20	64090723	64091017	0	0	0	2	False	0	0	0	2	FP
chr20	64097029	64097050	0	0	0	2	False	0	0	0	2	FP
chr20	64125350	64127885	3	3	3	0	False	3	3	3	0	FN
chr20	64131903	64133866	5	5	8	1	True	5	5	6	5	FN,FP
chr20	64134980	64136340	3	3	1	0	False	3	3	1	0	FN
chr20	64173428	64176340	4	4	7	3	True	8	8	3	6	FN,FP
